regine;a_wood_km2;a_agri_km2;a_upland_km2;a_glacier_km2;a_urban_km2;a_sea_km2
019.J21;1.224;0.000;0.265;0.000;0.000;0.000
019.J221;4.202;0.000;2.285;0.000;0.000;0.000
019.J222;1.611;0.000;3.814;0.000;0.000;0.000
019.J22Z;5.170;0.000;18.362;0.000;0.000;0.000
019.J2Z;15.807;0.000;16.404;0.000;0.000;0.000
019.J3;0.768;0.000;3.483;0.000;0.000;0.000
019.J4;0.518;0.000;0.052;0.000;0.000;0.000
019.J5;0.000;0.000;16.406;0.000;0.000;0.000
019.J6;0.000;0.000;12.057;0.000;0.000;0.000
019.J7;0.000;0.000;2.985;0.000;0.000;0.000
019.J8;0.000;0.000;1.876;0.000;0.000;0.000
020.110;6.230;0.000;4.690;0.000;0.000;19.020
020.11Z;2.040;0.000;0.270;0.000;0.000;0.000
020.12;4.450;0.000;0.120;0.000;0.000;6.670
020.1A;2.060;0.000;0.000;0.000;0.000;0.000
020.1B0;11.650;0.040;0.000;0.000;0.000;0.000
020.1BZ;18.080;0.000;0.000;0.000;0.000;0.000
020.1C;33.110;0.000;0.000;0.000;0.000;0.000
020.21;1.670;0.150;0.310;0.000;0.000;9.500
020.2210;6.560;0.280;0.890;0.000;0.000;6.450
020.221Z;8.230;0.000;0.000;0.000;0.000;0.000
020.2220;4.020;0.000;0.480;0.000;0.000;2.940
020.222Z;11.490;0.000;0.000;0.000;0.000;0.000
020.2230;2.380;0.000;0.000;0.000;0.000;0.720
020.223Z;12.390;0.000;0.000;0.000;0.000;0.000
020.224;3.880;0.000;4.080;0.000;0.000;15.790
020.2Z;32.410;2.160;0.000;0.000;0.000;0.000
020.3110;3.120;0.000;0.000;0.000;0.000;1.650
020.311Z;1.124;0.000;0.000;0.000;0.000;0.000
020.3120;0.610;0.000;0.000;0.000;0.000;0.000
020.312Z;0.523;0.000;0.000;0.000;0.000;0.000
020.32;5.620;0.000;3.250;0.000;0.000;20.700
020.3Z;0.798;0.000;0.000;0.000;0.000;0.000
020.41;6.670;0.000;0.000;0.000;0.000;2.530
020.421;9.770;0.000;0.840;0.000;0.000;17.890
020.4220;2.280;0.000;0.020;0.000;0.000;5.270
020.422Z;3.300;0.000;0.000;0.000;0.000;0.000
020.4231;1.310;0.000;0.017;0.000;0.000;1.820
020.42320;3.808;0.000;0.099;0.000;0.000;12.850
020.4232Z;1.226;0.000;0.000;0.000;0.000;0.000
020.423Z;2.890;0.000;0.000;0.000;0.000;0.000
020.4240;9.859;0.134;1.297;0.000;2.294;32.320
020.424Z;3.701;0.084;0.000;0.000;0.045;0.000
020.425;0.974;0.001;0.034;0.000;0.908;6.750
020.4260;2.928;0.171;0.000;0.000;1.271;4.660
020.426A1;1.221;0.214;0.000;0.000;0.115;0.000
020.426A20;3.569;0.588;0.080;0.000;0.359;0.000
020.426A2Z;2.212;0.000;0.126;0.000;0.328;0.000
020.426B;0.377;0.081;0.000;0.000;0.000;0.000
020.42Z;2.704;0.000;0.018;0.000;0.525;0.000
020.4A;2.202;0.000;0.000;0.000;0.000;0.000
020.4B;2.370;0.000;0.000;0.000;0.000;0.000
020.4C;2.988;0.000;0.000;0.000;0.000;0.000
020.A11;0.562;0.238;0.000;0.000;0.011;0.000
020.A12;3.988;1.011;0.000;0.000;0.000;0.000
020.A1Z;10.259;0.434;0.000;0.000;0.001;0.000
020.A21;3.102;1.714;0.159;0.000;0.646;0.000
020.A22;3.615;0.340;0.000;0.000;0.000;0.000
020.A2Z;4.825;0.000;0.000;0.000;0.014;0.000
020.A3;3.348;0.589;0.000;0.000;0.000;0.000
020.A40;7.217;0.582;0.000;0.000;0.000;0.000
020.A4Z;1.332;0.000;0.000;0.000;0.000;0.000
020.A5;0.000;0.000;0.000;0.000;0.000;0.000
020.A6;0.009;0.000;0.000;0.000;0.000;0.000
020.A7;11.430;2.710;0.000;0.000;0.000;0.000
020.A8;16.330;0.340;0.000;0.000;0.000;0.000
020.AZ;43.680;0.000;1.850;0.000;0.000;0.000
020.B1;20.770;0.380;0.000;0.000;0.000;0.000
020.B21;36.320;0.000;0.000;0.000;0.000;0.000
020.B22;5.250;0.000;0.000;0.000;0.000;0.000
020.B2Z;25.390;0.000;0.000;0.000;0.000;0.000
020.B3;36.750;0.000;0.000;0.000;0.000;0.000
020.B4;25.200;0.000;0.000;0.000;0.000;0.000
020.B9;0.020;0.000;0.000;0.000;0.000;0.000
020.BA1;0.100;0.000;0.000;0.000;0.000;0.000
020.BA2;0.130;0.000;0.000;0.000;0.000;0.000
020.BA3;7.660;0.000;0.000;0.000;0.000;0.000
020.BA4;4.650;0.000;0.000;0.000;0.000;0.000
020.BA9;0.680;0.000;0.000;0.000;0.000;0.000
020.BAA;43.160;0.000;0.000;0.000;0.000;0.000
020.BAB11;12.410;0.000;0.000;0.000;0.000;0.000
020.BAB12;2.120;0.000;0.000;0.000;0.000;0.000
020.BAB1A;20.590;0.000;0.000;0.000;0.000;0.000
020.BAB1B;20.290;0.000;0.000;0.000;0.000;0.000
020.BAB1C;0.530;0.000;0.000;0.000;0.000;0.000
020.BAB1D;24.420;0.000;0.000;0.000;0.000;0.000
020.BAB1E;17.650;0.000;0.000;0.000;0.000;0.000
020.BAB2;4.020;0.000;0.000;0.000;0.000;0.000
020.BAB31;6.170;0.000;0.000;0.000;0.000;0.000
020.BAB32;2.190;0.000;0.000;0.000;0.000;0.000
020.BAB3Z;25.080;0.000;0.000;0.000;0.000;0.000
020.BAB4;40.810;0.000;0.000;0.000;0.000;0.000
020.BAC;53.540;0.000;0.000;0.000;0.000;0.000
020.BB1;7.500;0.000;0.000;0.000;0.000;0.000
020.BB21;2.220;0.000;0.000;0.000;0.000;0.000
020.BB22;1.020;0.000;0.000;0.000;0.000;0.000
020.BB2A;14.770;0.000;0.000;0.000;0.000;0.000
020.BB2B;8.900;0.000;0.000;0.000;0.000;0.000
020.BB2C;3.250;0.000;0.000;0.000;0.000;0.000
020.BB2D;10.010;0.000;0.000;0.000;0.000;0.000
020.BB2E;6.770;0.000;0.000;0.000;0.000;0.000
020.BB3;4.140;0.000;0.000;0.000;0.000;0.000
020.BB4;2.280;0.000;0.000;0.000;0.000;0.000
020.BB51;0.520;0.000;0.000;0.000;0.000;0.000
020.BB52;1.600;0.000;0.000;0.000;0.000;0.000
020.BB5Z;64.360;0.000;0.000;0.000;0.000;0.000
020.BB6;1.190;0.000;0.000;0.000;0.000;0.000
020.BBA0;26.270;0.000;0.000;0.000;0.000;0.000
020.BBAA;9.240;0.000;1.460;0.000;0.000;0.000
020.BBAB;5.970;0.000;2.040;0.000;0.000;0.000
020.BBB0;18.030;0.000;0.080;0.000;0.000;0.000
020.BBBA;4.300;0.000;0.000;0.000;0.000;0.000
020.BBBB;4.120;0.000;0.910;0.000;0.000;0.000
020.BBC;11.320;0.000;0.000;0.000;0.000;0.000
020.BBD;9.670;0.000;0.000;0.000;0.000;0.000
020.BBE;24.920;0.000;0.460;0.000;0.000;0.000
020.BBF;18.400;0.000;4.780;0.000;0.000;0.000
020.BBG;6.850;0.000;2.550;0.000;0.000;0.000
020.BC0;19.610;0.000;0.000;0.000;0.000;0.000
020.BCA;40.910;0.000;0.390;0.000;0.000;0.000
020.BCB;8.120;0.000;0.000;0.000;0.000;0.000
020.BCC;10.140;0.000;1.590;0.000;0.000;0.000
020.BCD;26.780;0.000;18.020;0.000;0.000;0.000
020.BD;116.180;0.000;12.680;0.000;0.000;0.000
020.BE;0.860;0.000;12.020;0.000;0.000;0.000
020.BF;1.610;0.000;4.950;0.000;0.000;0.000
020.C1;102.420;0.000;0.000;0.000;0.000;0.000
020.C21;2.550;0.000;0.000;0.000;0.000;0.000
020.C22;48.410;0.000;0.000;0.000;0.000;0.000
020.C2Z;40.060;0.000;0.000;0.000;0.000;0.000
020.CZ;37.960;0.000;0.000;0.000;0.000;0.000
020.D10;0.890;0.000;0.000;0.000;0.000;0.000
020.D1Z;26.450;0.000;0.000;0.000;0.000;0.000
020.D2;0.830;0.000;0.000;0.000;0.000;0.000
020.D3;20.690;0.000;0.220;0.000;0.000;0.000
020.D4;13.380;0.000;0.000;0.000;0.000;0.000
020.D5;1.110;0.000;0.000;0.000;0.000;0.000
020.D6;7.010;0.000;0.000;0.000;0.000;0.000
020.D70;14.600;0.150;0.050;0.000;0.000;0.000
020.D7A;1.170;0.480;0.000;0.000;0.000;0.000
020.D7B;12.810;0.000;0.610;0.000;0.000;0.000
020.D80;10.520;0.000;0.010;0.000;0.000;0.000
020.D8Z;3.110;0.000;14.020;0.000;0.000;0.000
020.E;0.527;0.000;0.000;0.000;0.000;0.000
020.F11;0.180;0.000;0.000;0.000;0.000;0.000
020.F12;1.660;0.000;0.000;0.000;0.000;0.000
020.F1A;4.305;0.000;1.916;0.000;0.000;0.000
020.F1B;5.468;0.000;1.029;0.000;0.000;0.000
020.F1C;0.416;0.000;0.082;0.000;0.000;0.000
020.F1D;3.208;0.000;0.669;0.000;0.000;0.000
020.F1E;1.274;0.000;0.505;0.000;0.000;0.000
020.F2;5.990;0.000;10.640;0.000;0.000;0.000
020.F3;6.350;0.000;0.000;0.000;0.000;0.000
020.F4;2.790;0.000;9.240;0.000;0.000;0.000
020.G;6.692;0.000;1.223;0.000;0.000;0.000
021.11;3.219;0.129;0.000;0.000;0.207;2.860
021.1210;7.332;0.000;0.000;0.000;0.241;0.240
021.121Z;3.327;0.000;0.000;0.000;0.000;0.000
021.1220;2.466;0.056;0.000;0.000;0.209;3.600
021.122Z;5.152;0.000;0.000;0.000;0.293;0.000
021.1230;0.486;0.000;0.000;0.000;0.672;2.290
021.123Z;7.712;0.257;0.000;0.000;0.458;0.000
021.1240;0.715;0.000;0.000;0.000;1.719;3.470
021.124Z;3.651;0.289;0.000;0.000;1.884;0.000
021.1A0;1.715;0.000;0.183;0.000;0.000;0.000
021.1AZ;2.940;0.000;0.000;0.000;0.000;0.000
021.1B;21.779;0.184;0.217;0.000;0.000;0.000
021.210;0.565;0.000;0.000;0.000;1.000;2.840
021.21Z;9.811;0.000;0.000;0.000;2.272;0.000
021.220;2.029;0.000;0.071;0.000;2.930;6.160
021.22A;2.616;0.000;0.164;0.000;1.675;0.000
021.22B;1.915;0.000;0.000;0.000;0.000;0.000
021.230;9.729;0.001;1.624;0.000;7.004;37.060
021.23Z;2.886;0.000;0.000;0.000;0.266;0.000
021.A11;6.754;0.348;0.000;0.000;1.675;0.000
021.A121;8.863;0.272;0.000;0.000;0.799;0.000
021.A122;1.783;0.000;0.000;0.000;1.019;0.000
021.A21;17.973;1.168;0.000;0.000;1.247;0.000
021.A221;9.965;0.255;0.000;0.000;0.289;0.000
021.A222;0.619;0.004;0.000;0.000;0.635;0.000
021.A2Z;15.149;0.163;0.000;0.000;0.422;0.000
021.A310;2.343;0.184;0.000;0.000;1.302;0.000
021.A31A;7.184;0.124;0.000;0.000;0.143;0.000
021.A31B;2.577;0.053;0.000;0.000;0.000;0.000
021.A320;1.186;0.000;0.000;0.000;0.000;0.000
021.A32Z;24.062;0.557;0.000;0.000;0.000;0.000
021.A40;8.535;0.286;0.000;0.000;0.116;0.000
021.A4Z;13.041;0.259;0.000;0.000;0.000;0.000
021.A51;5.857;0.122;0.000;0.000;0.000;0.000
021.A52;0.000;0.000;0.000;0.000;0.000;0.000
021.A61;6.553;0.000;0.000;0.000;0.000;0.000
021.A62;2.511;0.000;0.000;0.000;0.000;0.000
021.A6A0;5.676;0.000;0.570;0.000;0.000;0.000
021.A6AA;18.826;1.003;0.000;0.000;0.000;0.000
021.A6AB;9.563;1.896;0.000;0.000;0.000;0.000
021.A6B;15.789;1.700;0.530;0.000;0.000;0.000
021.A6C;8.921;0.109;0.000;0.000;0.000;0.000
021.A6D0;8.163;0.000;0.103;0.000;0.000;0.000
021.A6DZ;6.024;0.000;0.000;0.000;0.000;0.000
021.A71;0.000;0.000;0.000;0.000;0.000;0.000
021.A72;0.000;0.000;0.000;0.000;0.000;0.000
021.A81;1.022;0.000;0.000;0.000;0.000;0.000
021.A82;10.117;0.110;0.000;0.000;0.000;0.000
021.A9;0.060;0.000;0.000;0.000;0.000;0.000
021.AZ;70.490;0.870;0.000;0.000;0.000;0.000
021.B1;0.002;0.000;0.000;0.000;0.000;0.000
021.B2;6.599;0.000;0.000;0.000;0.000;0.000
021.B3;0.000;0.000;0.000;0.000;0.000;0.000
021.B4;6.733;0.000;0.068;0.000;0.000;0.000
021.B5;0.000;0.000;0.000;0.000;0.000;0.000
021.B61;1.002;0.000;0.000;0.000;0.000;0.000
021.B62;28.249;0.693;0.555;0.000;0.000;0.000
021.B6A;15.896;0.814;0.000;0.000;0.000;0.000
021.B6B0;1.828;0.132;0.000;0.000;0.000;0.000
021.B6BZ;22.523;0.586;0.000;0.000;0.000;0.000
021.B6C;9.789;0.681;0.000;0.000;0.000;0.000
021.B71;41.980;0.000;0.000;0.000;0.000;0.000
021.B72;23.960;0.000;0.000;0.000;0.000;0.000
021.B73;0.060;0.000;0.000;0.000;0.000;0.000
021.B81;34.280;0.000;0.000;0.000;0.000;0.000
021.B82;1.370;0.000;0.000;0.000;0.000;0.000
021.B83;1.240;0.000;0.000;0.000;0.000;0.000
021.B84;0.550;0.000;0.000;0.000;0.000;0.000
021.B8Z;32.070;0.000;2.770;0.000;0.000;0.000
021.BA0;15.470;0.000;0.000;0.000;0.000;0.000
021.BAA;50.370;0.000;7.620;0.000;0.000;0.000
021.BAB;16.580;0.000;27.150;0.000;0.000;0.000
021.BB;12.600;0.000;0.000;0.000;0.000;0.000
021.BC;23.980;0.000;3.150;0.000;0.000;0.000
021.BD;9.200;0.000;9.440;0.000;0.000;0.000
021.C11;7.420;0.000;0.000;0.000;0.000;0.000
021.C12;13.220;0.000;0.000;0.000;0.000;0.000
021.C1Z;23.810;1.880;2.730;0.000;0.000;0.000
021.C2;28.640;0.000;0.000;0.000;0.000;0.000
021.D1;5.270;2.140;0.850;0.000;0.000;0.000
021.D2;11.710;0.000;0.000;0.000;0.000;0.000
021.D30;33.240;2.190;0.510;0.000;0.000;0.000
021.D3A1;0.210;0.030;0.000;0.000;0.000;0.000
021.D3A2;0.390;0.000;0.000;0.000;0.000;0.000
021.D3A3;0.140;0.000;0.000;0.000;0.000;0.000
021.D3A4;0.600;0.000;0.000;0.000;0.000;0.000
021.D3B;6.620;0.000;5.360;0.000;0.000;0.000
021.D4;30.360;0.000;12.000;0.000;0.000;0.000
021.D51;21.700;1.190;4.590;0.000;0.000;0.000
021.D52;2.830;0.000;0.000;0.000;0.000;0.000
021.D5A0;4.710;0.640;0.750;0.000;0.000;0.000
021.D5AZ;34.790;0.000;0.000;0.000;0.000;0.000
021.D5B;39.380;0.000;21.710;0.000;0.000;0.000
021.D61;5.260;0.000;0.000;0.000;0.000;0.000
021.D62;7.970;0.000;14.690;0.000;0.000;0.000
021.D6Z;21.770;0.000;8.800;0.000;0.000;0.000
021.D7;17.860;0.250;0.000;0.000;0.000;0.000
021.D81;2.840;0.000;2.660;0.000;0.000;0.000
021.D82;22.570;0.000;11.800;0.000;0.000;0.000
021.D8Z;28.750;0.000;47.020;0.000;0.000;0.000
021.D9;6.670;0.000;0.050;0.000;0.000;0.000
021.DA;14.750;0.980;2.730;0.000;0.000;0.000
021.DB;6.080;0.000;15.830;0.000;0.000;0.000
021.DC;7.020;0.000;12.970;0.000;0.000;0.000
021.E110;6.850;0.000;0.000;0.000;0.000;0.000
021.E11A;4.520;0.000;0.840;0.000;0.000;0.000
021.E11B0;4.250;0.000;0.470;0.000;0.000;0.000
021.E11BA;1.660;0.000;0.000;0.000;0.000;0.000
021.E11BB;0.600;0.000;0.300;0.000;0.000;0.000
021.E11C;1.600;0.000;1.240;0.000;0.000;0.000
021.E12;21.200;0.000;9.630;0.000;0.000;0.000
021.E1A1;3.150;0.000;0.110;0.000;0.000;0.000
021.E1A2;8.500;0.000;8.320;0.000;0.000;0.000
021.E1A30;2.470;0.000;0.980;0.000;0.000;0.000
021.E1A3A;0.600;0.000;0.090;0.000;0.000;0.000
021.E1A3B;2.070;0.000;0.930;0.000;0.000;0.000
021.E1A4;2.100;0.000;0.000;0.000;0.000;0.000
021.E1A5;0.240;0.000;0.020;0.000;0.000;0.000
021.E1A6;0.300;0.000;1.100;0.000;0.000;0.000
021.E1B;1.710;0.000;9.840;0.000;0.000;0.000
021.E21;14.600;0.000;39.770;0.000;0.000;0.000
021.E22;2.530;0.000;0.110;0.000;0.000;0.000
021.E2Z;4.820;0.000;34.660;0.000;0.000;0.000
021.E30;4.370;0.000;0.000;0.000;0.000;0.000
021.E3A;5.920;0.000;4.110;0.000;0.000;0.000
021.E3B;0.000;0.000;11.860;0.000;0.000;0.000
021.E4;3.690;0.000;0.000;0.000;0.000;0.000
021.E51;6.730;0.490;2.180;0.000;0.000;0.000
021.E52;0.690;0.030;0.000;0.000;0.000;0.000
021.E5A;0.290;0.590;0.000;0.000;0.000;0.000
021.E5B0;6.540;0.050;8.570;0.000;0.000;0.000
021.E5BZ;5.570;0.000;2.910;0.000;0.000;0.000
021.E5C;0.880;0.000;3.870;0.000;0.000;0.000
021.E5D;0.040;0.000;6.980;0.000;0.000;0.000
021.E5E;0.000;0.000;3.030;0.000;0.000;0.000
021.E61;1.220;0.000;0.000;0.000;0.000;0.000
021.E62;5.450;0.000;0.000;0.000;0.000;0.000
021.E6Z;12.020;0.000;9.770;0.000;0.000;0.000
021.EA11;3.280;0.000;0.000;0.000;0.000;0.000
021.EA12;0.900;0.000;0.000;0.000;0.000;0.000
021.EA1Z;2.120;0.000;8.110;0.000;0.000;0.000
021.EA21;2.950;0.000;0.000;0.000;0.000;0.000
021.EA22;1.320;0.000;0.000;0.000;0.000;0.000
021.EAZ;2.210;0.000;40.870;0.000;0.000;0.000
021.EB0;4.630;0.000;1.020;0.000;0.000;0.000
021.EBZ;0.000;0.000;15.520;0.000;0.000;0.000
021.EC;0.000;0.000;34.210;0.000;0.000;0.000
021.F1;5.730;0.850;0.000;0.000;0.000;0.000
021.F20;3.750;0.000;3.270;0.000;0.000;0.000
021.F2A0;2.940;0.000;5.200;0.000;0.000;0.000
021.F2AA;1.320;0.000;3.460;0.000;0.000;0.000
021.F2AB;0.690;0.000;17.230;0.000;0.000;0.000
021.F2B;0.010;0.000;0.420;0.000;0.000;0.000
021.F2C;0.000;0.000;13.040;0.000;0.000;0.000
021.F3;22.140;0.000;8.910;0.000;0.000;0.000
021.F41;7.260;0.000;0.000;0.000;0.000;0.000
021.F42;1.390;0.000;0.480;0.000;0.000;0.000
021.F4A;0.100;0.000;0.000;0.000;0.000;0.000
021.F4B;0.510;0.000;4.750;0.000;0.000;0.000
021.F50;36.500;4.540;18.090;0.000;0.000;0.000
021.F5A;6.760;0.000;0.890;0.000;0.000;0.000
021.F5B;4.710;0.000;4.080;0.000;0.000;0.000
021.F610;3.850;0.000;12.430;0.000;0.000;0.000
021.F61A0;0.000;0.000;0.240;0.000;0.000;0.000
021.F61AZ;0.000;0.000;1.950;0.000;0.000;0.000
021.F61B;0.000;0.000;1.220;0.000;0.000;0.000
021.F62;1.950;0.000;0.790;0.000;0.000;0.000
021.F63;0.660;0.000;0.000;0.000;0.000;0.000
021.F6A;2.920;0.000;0.930;0.000;0.000;0.000
021.F6B;0.650;0.000;11.960;0.000;0.000;0.000
021.F71;6.100;0.000;0.000;0.000;0.000;0.000
021.F72;0.990;0.000;0.000;0.000;0.000;0.000
021.F7A;29.510;0.000;11.200;0.000;0.000;0.000
021.F7B;0.002;0.000;0.461;0.000;0.000;0.000
021.F81;6.310;0.000;0.230;0.000;0.000;0.000
021.F82;5.210;0.000;0.000;0.000;0.000;0.000
021.F8A;0.080;0.000;0.000;0.000;0.000;0.000
021.F8B;2.120;0.000;4.880;0.000;0.000;0.000
021.FA;1.790;0.000;0.000;0.000;0.000;0.000
021.FB0;1.520;0.000;0.000;0.000;0.000;0.000
021.FBA;0.030;0.000;0.000;0.000;0.000;0.000
021.FBB0;6.520;0.000;0.040;0.000;0.000;0.000
021.FBBZ;1.970;0.000;15.090;0.000;0.000;0.000
021.FBC;2.320;0.000;7.760;0.000;0.000;0.000
021.FC1;1.140;0.000;0.000;0.000;0.000;0.000
021.FC2;0.420;0.000;0.000;0.000;0.000;0.000
021.FC3;7.510;0.000;7.640;0.000;0.000;0.000
021.FC4;4.510;0.000;12.460;0.000;0.000;0.000
021.FC5;2.810;0.000;15.920;0.000;0.000;0.000
021.FC6;1.650;0.000;16.610;0.000;0.000;0.000
021.FC7;0.000;0.000;4.340;0.000;0.000;0.000
021.FC8;0.000;0.000;0.328;0.000;0.000;0.000
021.G11;15.520;0.000;3.370;0.000;0.000;0.000
021.G12;2.540;0.000;0.010;0.000;0.000;0.000
021.G21;4.100;0.000;0.000;0.000;0.000;0.000
021.G22;1.020;0.000;0.500;0.000;0.000;0.000
021.G2A;0.480;0.000;0.000;0.000;0.000;0.000
021.G2B;5.640;0.000;28.110;0.000;0.000;0.000
021.G3;2.420;0.000;0.090;0.000;0.000;0.000
021.G4;0.480;0.000;1.240;0.000;0.000;0.000
021.G9;0.090;0.000;0.000;0.000;0.000;0.000
021.GA11;0.030;0.000;0.000;0.000;0.000;0.000
021.GA12;0.600;0.000;0.040;0.000;0.000;0.000
021.GA21;0.150;0.000;0.000;0.000;0.000;0.000
021.GA220;2.320;0.000;1.170;0.000;0.000;0.000
021.GA22A0;0.030;0.000;0.000;0.000;0.000;0.000
021.GA22AZ;0.160;0.000;2.200;0.000;0.000;0.000
021.GA22B;0.410;0.000;1.810;0.000;0.000;0.000
021.GB111;0.090;0.000;0.160;0.000;0.000;0.000
021.GB1120;0.570;0.000;1.120;0.000;0.000;0.000
021.GB112A;0.340;0.000;0.510;0.000;0.000;0.000
021.GB112B;0.170;0.000;1.040;0.000;0.000;0.000
021.GB11A1;5.250;0.000;3.560;0.000;0.000;0.000
021.GB11A2;1.530;0.000;0.430;0.000;0.000;0.000
021.GB11A3;2.080;0.000;3.790;0.000;0.000;0.000
021.GB11A4;0.570;0.000;3.990;0.000;0.000;0.000
021.GB11A5;0.260;0.000;0.360;0.000;0.000;0.000
021.GB11A6;0.080;0.000;1.140;0.000;0.000;0.000
021.GB11AA;0.000;0.000;1.610;0.000;0.000;0.000
021.GB11AB;0.000;0.000;15.400;0.000;0.000;0.000
021.GB11B1;0.000;0.000;1.490;0.000;0.000;0.000
021.GB11B2;0.000;0.000;0.260;0.000;0.000;0.000
021.GB11B310;0.000;0.000;2.640;0.000;0.000;0.000
021.GB11B31A;0.000;0.000;1.320;0.000;0.000;0.000
021.GB11B31B;0.000;0.000;10.450;0.000;0.000;0.000
021.GB11B32;0.000;0.000;0.000;0.000;0.000;0.000
021.GB11B41;0.000;0.000;3.190;0.000;0.000;0.000
021.GB11B42;0.000;0.000;0.000;0.000;0.000;0.000
021.GB11C;0.000;0.000;3.080;0.000;0.000;0.000
021.GB11D;0.000;0.000;21.500;0.000;0.000;0.000
021.GB120;0.000;0.000;0.010;0.000;0.000;0.000
021.GB12A;0.410;0.000;0.390;0.000;0.000;0.000
021.GB12B;0.020;0.000;1.660;0.000;0.000;0.000
021.GB130;0.240;0.000;0.160;0.000;0.000;0.000
021.GB13A;0.300;0.000;0.070;0.000;0.000;0.000
021.GB13B;0.130;0.000;2.930;0.000;0.000;0.000
021.GB14;1.530;0.000;2.170;0.000;0.000;0.000
021.GB1A;0.230;0.000;1.310;0.000;0.000;0.000
021.GB1B;0.000;0.000;6.150;0.000;0.000;0.000
021.GB2;4.850;0.000;14.210;0.000;0.000;0.000
021.GB3;1.060;0.000;32.880;0.000;0.000;0.000
021.GB4;3.100;0.000;10.570;0.000;0.000;0.000
021.GC;0.000;0.000;20.120;0.000;0.000;0.000
021.GD0;0.000;0.000;14.570;0.000;0.000;0.000
021.GDZ;0.000;0.000;7.100;0.000;0.000;0.000
021.GE1;0.000;0.000;1.870;0.000;0.000;0.000
021.GE20;0.000;0.000;0.000;0.000;0.000;0.000
021.GE2A0;0.000;0.000;0.200;0.000;0.000;0.000
021.GE2AZ;0.000;0.000;0.130;0.000;0.000;0.000
021.GE2B;0.000;0.000;7.350;0.000;0.000;0.000
021.GE3;0.000;0.000;4.710;0.000;0.000;0.000
021.GE4;0.000;0.000;5.920;0.000;0.000;0.000
021.GE5;0.000;0.000;0.360;0.000;0.000;0.000
021.GE6;0.000;0.000;0.230;0.000;0.000;0.000
021.GF;0.000;0.000;10.030;0.000;0.000;0.000
021.GG;0.000;0.000;27.250;0.000;0.000;0.000
021.H11;0.330;0.000;0.000;0.000;0.000;0.000
021.H12;7.100;0.110;0.120;0.000;0.000;0.000
021.H21;0.050;0.000;0.000;0.000;0.000;0.000
021.H22;3.030;0.670;0.040;0.000;0.000;0.000
021.H31;27.650;0.000;15.700;0.000;0.000;0.000
021.H32;2.640;0.000;0.000;0.000;0.000;0.000
021.H3Z;0.000;0.000;0.001;0.000;0.000;0.000
021.H41;13.450;0.000;19.300;0.000;0.000;0.000
021.H42;2.790;0.000;0.000;0.000;0.000;0.000
021.HA;6.370;0.000;0.700;0.000;0.000;0.000
021.HB1;5.130;0.000;24.770;0.000;0.000;0.000
021.HB2;3.130;0.000;23.470;0.000;0.000;0.000
021.HB9;3.060;0.000;11.850;0.000;0.000;0.000
021.HBA;0.000;0.000;1.780;0.000;0.000;0.000
021.HBB;0.000;0.000;33.760;0.000;0.000;0.000
021.HBC;0.000;0.000;7.770;0.000;0.000;0.000
021.HC;0.780;0.000;5.040;0.000;0.000;0.000
021.HD;3.110;0.000;49.270;0.000;0.000;0.000
021.HE0;0.980;0.000;9.690;0.000;0.000;0.000
021.HEA;0.000;0.000;1.490;0.000;0.000;0.000
021.HEB;0.000;0.000;8.480;0.000;0.000;0.000
021.HF;0.000;0.000;19.830;0.000;0.000;0.000
021.J110;0.740;0.000;0.000;0.000;0.000;0.000
021.J11Z;3.970;0.000;11.680;0.000;0.000;0.000
021.J12;5.690;0.000;0.050;0.000;0.000;0.000
021.J1A;0.000;0.000;2.186;0.000;0.000;0.000
021.J1B;0.000;0.000;8.991;0.000;0.000;0.000
021.J2;3.480;0.000;0.000;0.000;0.000;0.000
021.J31;3.580;0.000;0.160;0.000;0.000;0.000
021.J32;0.080;0.000;0.000;0.000;0.000;0.000
021.J3A1;1.530;0.000;0.110;0.000;0.000;0.000
021.J3A2;0.480;0.000;0.000;0.000;0.000;0.000
021.J3A3;0.130;0.000;1.350;0.000;0.000;0.000
021.J3A4;0.560;0.000;0.960;0.000;0.000;0.000
021.J3B;0.000;0.000;7.020;0.000;0.000;0.000
021.J3C1;0.000;0.000;1.840;0.000;0.000;0.000
021.J3C2;0.000;0.000;1.202;0.000;0.000;0.000
021.J3C3;0.000;0.000;0.750;0.000;0.000;0.000
021.J3C4;0.000;0.000;0.890;0.000;0.000;0.000
021.J41;4.600;0.000;6.220;0.000;0.000;0.000
021.J42;0.690;0.000;0.000;0.000;0.000;0.000
021.J5;0.240;0.000;0.000;0.000;0.000;0.000
021.J60;1.010;0.000;0.000;0.000;0.000;0.000
021.J6A;0.230;0.000;0.000;0.000;0.000;0.000
021.J6B0;0.020;0.000;0.000;0.000;0.000;0.000
021.J6BZ;0.390;0.000;2.270;0.000;0.000;0.000
021.J6C;2.060;0.000;0.120;0.000;0.000;0.000
021.J7;2.770;0.000;0.710;0.000;0.000;0.000
021.J8;12.360;0.000;28.800;0.000;0.000;0.000
021.J9;3.810;0.000;0.030;0.000;0.000;0.000
021.JA0;5.660;0.000;3.550;0.000;0.000;0.000
021.JAA;1.080;0.000;0.820;0.000;0.000;0.000
021.JAB;4.380;0.000;19.060;0.000;0.000;0.000
021.JAC;0.000;0.000;14.010;0.000;0.000;0.000
021.JB;0.720;0.000;0.820;0.000;0.000;0.000
