regine;ret_tot-p;ret_tot-n
224.D1;0.33;0.07
224.DAZ;0.84;0.26
224.DB0;0.13;0.03
224.DBAZ;0.87;0.3
224.DBB;0.81;0.23
224.DBC;0.34;0.07
224.DBD;0.78;0.23
224.DC0;0.39;0.08
224.DCZ;0.5;0.12
224.DD;0.57;0.15
224.F1;0.44;0.09
224.GA;0.76;0.23
224.GB;0.76;0.19
224.H2Z;0.76;0.23
224.H4Z;0.68;0.19
224.HZ;0.6;0.15
224.JA;0.49;0.1
224.JB;0.13;0.03
224.K;0.34;0.07
225.3Z;0.24;0.05
225.4Z;0.18;0.04
225.A1Z;0.25;0.05
225.A3Z;0.34;0.08
225.A6A;0.72;0.2
225.A6B;0.47;0.09
225.AAZ;0.34;0.08
225.AB;0.3;0.06
225.B2Z;0.18;0.04
225.B3Z;0.47;0.11
226.2Z;0.15;0.03
226.5Z;0.21;0.04
226.6Z;0.23;0.05
227.5B;0.57;0.11
227.6Z;0.17;0.04
228.1Z;0.21;0.04
228.2Z;0.47;0.11
228.3Z;0.29;0.06
228.4B;0.37;0.07
228.4C;0.48;0.12
228.5Z;0.27;0.05
228.A1Z;0.66;0.17
228.AAZ;0.52;0.12
228.BA;0.37;0.07
228.BC;0.71;0.19
228.BE;0.52;0.12
228.DZ;0.25;0.05
228.E;0.37;0.09
229.3A1;0.16;0.03
229.3A3;0.22;0.04
229.3A5;0.11;0.02
229.3B;0.88;0.24
229.4AA;0.18;0.04
229.4AB10;0.49;0.11
229.4AB1Z;0.79;0.24
229.4AC;0.7;0.14
229.4BA;0.85;0.26
229.4C3;0.56;0.11
229.4C5;0.36;0.07
229.4D;0.88;0.24
229.A2A;0.6;0.12
229.A2C;0.9;0.28
229.AAA3;0.28;0.06
229.AABAB;0.73;0.18
229.AABB;0.29;0.06
229.AABC;0.54;0.11
229.AABD;0.92;0.35
229.AAC;0.34;0.07
229.B10;0.07;0.01
229.B1A;0.53;0.13
229.B1C;0.61;0.12
229.B1D;0.87;0.29
229.B3;0.53;0.11
229.DZ;0.85;0.29
229.E;0.85;0.28
229.F;0.45;0.09
229.G;0.74;0.2
230.2Z;0.28;0.06
230.3A1;0.21;0.04
230.3A5;0.63;0.14
230.3C;0.16;0.03
230.5Z;0.59;0.15
230.6Z;0.71;0.2
230.7Z;0.86;0.29
231.3Z;0.8;0.23
231.61Z;0.66;0.17
231.641Z;0.91;0.33
231.64Z;0.82;0.27
231.6Z;0.11;0.02
231.7AB;0.79;0.18
231.7B;0.58;0.14
231.8A;0.42;0.08
231.8C;0.51;0.11
231.9Z;0.3;0.06
232.4Z;0.68;0.18
232.6A;0.36;0.07
233.112Z;0.3;0.07
233.11Z;0.2;0.04
233.1Z;0.21;0.04
233.3Z;0.52;0.12
233.4Z;0.21;0.04
233.AZ;0.58;0.15
233.BA;0.48;0.1
233.C;0.13;0.03
234.21Z;0.3;0.07
234.2A0;0.21;0.04
234.2AZ;0.75;0.2
234.2B;0.44;0.11
234.31Z;0.37;0.08
234.32A;0.66;0.13
234.32B;0.36;0.07
234.3Z;0.48;0.12
234.42AA;0.73;0.15
234.42AB;0.31;0.06
234.42B;0.67;0.16
234.4A;0.76;0.15
234.4B;0.22;0.04
234.5D5B;0.57;0.11
234.A2A;0.12;0.02
234.A2B;0.57;0.11
234.A2C;0.81;0.23
234.A3Z;0.45;0.1
234.AA0;0.08;0.02
234.AAA0;0.4;0.09
234.AAAZ;0.3;0.06
234.ABA3A;0.34;0.07
234.ABA3B;0.68;0.14
234.ABA4;0.31;0.06
234.ABAZ;0.39;0.09
234.AC1A;0.94;0.35
234.AC1B;0.58;0.14
234.AC2;0.12;0.02
234.AD;0.53;0.11
234.AE;0.79;0.25
234.B2AZ;0.42;0.1
234.B3B;0.64;0.13
234.B3C;0.27;0.05
234.B4Z;0.65;0.18
234.CBZ;0.81;0.26
234.CCZ;0.86;0.3
234.CD;0.79;0.24
234.D1Z;0.19;0.04
234.E1Z;0.38;0.09
234.F11Z;0.49;0.12
234.F1AZ;0.65;0.16
234.F3AZ;0.12;0.02
234.F5B;0.32;0.07
234.FA0;0.21;0.05
234.FAZ;0.49;0.12
234.FB0;0.1;0.02
234.FBZ;0.41;0.1
234.FC0;0.28;0.06
234.FCZ;0.89;0.3
234.FD;0.9;0.29
234.FE;0.43;0.1
234.G3Z;0.47;0.11
234.GA1Z;0.58;0.14
234.GAA;0.54;0.13
234.GBB1Z;0.81;0.26
234.GBB3AZ;0.71;0.19
234.GBB3B;0.77;0.22
234.GBBAZ;0.69;0.19
234.GBBB;0.69;0.19
234.GBBC;0.49;0.1
234.GBBD;0.87;0.3
234.GBC1Z;0.47;0.11
234.GBC3;0.21;0.04
234.GBCAZ;0.45;0.09
234.GBCBAZ;0.58;0.14
234.GBCBB;0.91;0.33
234.GBCC;0.58;0.13
234.GBCD22Z;0.91;0.32
234.GBCD2Z;0.34;0.08
234.GBCE;0.89;0.31
234.GBDA0;0.23;0.05
234.GBDAAA;0.73;0.19
234.GBDAAC;0.85;0.27
234.GBDAB;0.87;0.28
234.GBDAD;0.5;0.11
234.GBDAE;0.64;0.13
234.GBDB;0.7;0.14
234.GBDD;0.96;0.39
234.GBE10;0.14;0.03
234.GBE1A;0.68;0.15
234.GBE1C;0.66;0.16
234.GBE1D;0.34;0.07
234.GBE1E;0.8;0.25
234.GBE3;0.11;0.02
234.GBEA;0.48;0.11
234.GBEB;0.25;0.05
234.GBEC;0.76;0.23
234.GBF;0.47;0.11
234.GBG10;0.68;0.14
234.GBG1B;0.53;0.11
234.GBG1C;0.74;0.17
234.GBG1E;0.63;0.14
234.GBG2Z;0.87;0.29
234.GBH1;0.44;0.09
234.GBH3;0.18;0.04
234.GBJ;0.81;0.26
234.GC2Z;0.32;0.07
234.GC3Z;0.76;0.2
234.GC4Z;0.39;0.09
234.GC5Z;0.19;0.04
234.GCAZ;0.72;0.19
234.GCBZ;0.45;0.1
234.GCCZ;0.52;0.12
234.GCD0;0.32;0.07
234.GCDZ;0.95;0.41
234.GCE;0.62;0.17
234.GD1Z;0.74;0.22
234.GDA0;0.27;0.06
234.GDAZ;0.75;0.22
234.GDB;0.59;0.15
234.GE1Z;0.53;0.13
234.GE3;0.38;0.08
234.GE5A;0.61;0.12
234.GE5C;0.53;0.12
234.GEA0;0.29;0.06
234.GEAZ;0.75;0.21
234.GEB;0.66;0.18
234.GF0;0.42;0.09
234.GFA;0.65;0.16
234.GFC;0.84;0.28
234.GG1;0.57;0.13
234.GG50;0.5;0.11
234.GG5Z;0.93;0.35
234.GG7;0.63;0.17
234.H3AZ;0.21;0.04
234.H5Z;0.17;0.03
234.HAZ;0.19;0.04
234.HBB;0.42;0.08
234.HCB;0.17;0.03
234.HCC;0.65;0.13
234.HEZ;0.54;0.13
234.HF;0.6;0.16
234.JAZ;0.46;0.11
234.K4Z;0.21;0.04
234.L2Z;0.74;0.19
234.L3;0.75;0.21
234.L5;0.64;0.13
234.L7;0.5;0.12
235.2Z;0.16;0.03
236.A2Z;0.13;0.03
236.AA3;0.26;0.05
236.AB;0.11;0.02
236.AC;0.65;0.13
236.C;0.59;0.12
236.D;0.39;0.08
236.E;0.37;0.07
237.1Z;0.22;0.04
237.4Z;0.3;0.07
237.8Z;0.44;0.09
237.C1;0.32;0.06
237.D;0.38;0.08
238.4BZ;0.34;0.08
238.5B;0.91;0.3
239.2Z;0.25;0.05
239.3AAZ;0.88;0.32
239.3ABZ;0.5;0.1
240.3Z;0.22;0.04
240.A1Z;0.65;0.18
240.AB;0.34;0.08
240.BAZ;0.21;0.04
241.2Z;0.33;0.07
241.4Z;0.69;0.18
241.5B1;0.38;0.08
241.5BZ;0.93;0.38
241.5C;0.97;0.45
241.B;0.42;0.1
242.2A0;0.14;0.03
242.2AZ;0.91;0.31
242.2B1;0.45;0.11
242.2B2Z;0.73;0.2
242.4B;0.64;0.13
242.4C;0.49;0.12
242.A;0.52;0.13
242.B1;0.42;0.08
242.B2Z;0.75;0.21
242.BZ;0.71;0.19
242.C;0.4;0.09
243.1A;0.87;0.26
243.1B;0.53;0.12
243.2Z;0.92;0.35
243.3Z;0.91;0.34
243.4A;0.85;0.21
243.4C;0.85;0.17
243.5A;0.88;0.24
243.5B;0.81;0.24
243.AAZ;0.85;0.28
243.AB;0.69;0.16
243.B;0.81;0.25
244.2A0;0.71;0.17
244.2AZ;0.93;0.3
244.2C;0.87;0.23
244.42Z;0.94;0.39
244.4AZ;0.6;0.14
244.4BZ;0.86;0.27
244.4CZ;0.95;0.41
244.6Z;0.86;0.29
244.AAZ;0.96;0.41
244.AB2A;0.5;0.1
244.AB2B;0.79;0.16
244.ABA;0.28;0.06
244.ABB;0.79;0.21
244.ABC1;0.25;0.05
244.ABC3;0.74;0.15
244.ABC4;0.38;0.08
244.AC;0.68;0.18
244.AD1;0.5;0.1
244.AD2A;0.37;0.09
244.AD2B;0.56;0.11
244.AD2C;0.91;0.31
244.ADA;0.57;0.11
244.ADB;0.39;0.09
244.AE;0.86;0.21
244.AG;0.83;0.22
244.BC;0.93;0.38
244.DDZ;0.79;0.23
244.DF;0.58;0.12
244.DG;0.55;0.13
246.1B;0.52;0.1
246.1C;0.89;0.34
246.2A;0.46;0.09
246.2B1B;0.66;0.13
246.2B1C;0.84;0.26
246.3A;0.75;0.15
246.3B;0.62;0.14
246.51A;0.62;0.12
246.6A;0.89;0.24
246.6B;0.33;0.07
246.A11;0.13;0.03
246.A1A;0.32;0.06
246.A1B;0.93;0.31
246.A2;0.46;0.09
246.CA2Z;0.87;0.3
246.CA3;0.7;0.14
246.CBA;0.5;0.12
246.CBB;0.49;0.11
246.CBC;0.65;0.13
246.CBD;0.87;0.26
246.CD1;0.71;0.16
246.CE;0.98;0.49
246.D1;0.43;0.09
246.E31;0.33;0.07
246.E3Z;0.62;0.14
246.F11;0.43;0.09
246.F1A;0.6;0.14
246.F1D;0.84;0.21
246.FA0;0.32;0.06
246.FAA;0.65;0.16
246.FAB;0.38;0.09
246.FAC;0.86;0.22
246.FB;0.81;0.25
246.FC;0.81;0.16
246.G;0.46;0.09
246.J1A;0.64;0.13
246.J1C;0.7;0.19
247.1A;0.81;0.21
247.1B;0.48;0.1
247.2B;0.84;0.22
247.3Z;0.49;0.12
247.4A1;0.18;0.04
247.4A6;0.41;0.08
247.4C;0.25;0.05
247.4D1;0;0
247.4D2A;0.9;0.3
247.4D2B;0.29;0.06
247.4E;0.29;0.06
247.4F;0.57;0.11
247.4G;0.79;0.23
247.5A;0.62;0.12
247.5C;0.68;0.17
247.5D;0.79;0.18
247.6A;0.68;0.14
247.6C;0.65;0.16
247.7A;0.36;0.07
247.7B;0.62;0.12
247.7C;0.71;0.14
247.7D;0.4;0.09
247.AA;0.72;0.18
247.AC;0.57;0.14
247.BZ;0.76;0.22
247.C0;0.16;0.03
247.CZ;0.67;0.17
247.D;0.13;0.03
302.4A;0.35;0.07
302.4B;0.17;0.03
303.2A;0.18;0.04
303.2B;0.19;0.04
303.2C;0.59;0.12
303.2D;0.68;0.16
303.2F;0.62;0.14
303.2G1A;0.52;0.1
303.2H;0.49;0.11
303.3B;0.6;0.12
303.4A;0.44;0.09
303.4B;0.58;0.13
303.52A;0.77;0.2
303.5Z;0.56;0.14
303.83A;0.14;0.03
303.83B;0.7;0.17
303.8B;0.58;0.13
303.8C;0.14;0.03
303.A;0.44;0.09
303.C;0.51;0.12
304.3A;0.65;0.13
304.4Z;0.51;0.12
306.6Z;0.64;0.18
306.A;0.59;0.12
306.B;0.13;0.03
307.3A;0.44;0.09
307.4A;0.18;0.04
307.4B;0.38;0.08
307.4C;0.27;0.05
307.53A;0.13;0.03
307.53B;0.63;0.15
307.5A;0.28;0.06
307.5B;0.28;0.06
307.5C;0.4;0.09
307.6A;0.77;0.15
307.6B5Z;0.48;0.12
307.6B6A;0.51;0.1
307.6B6B;0.15;0.03
307.6D1;0.4;0.08
307.6D2B;0.38;0.08
307.6E;0.47;0.09
307.6G;0.48;0.1
307.6J;0.59;0.15
307.7A;0.72;0.18
307.7B;0.38;0.08
307.8A;0.45;0.09
307.8B2Z;0.58;0.15
307.8C;0.71;0.14
307.8EB;0.6;0.14
307.A;0.3;0.06
307.B;0.21;0.04
308.1A;0.44;0.09
308.1CZ;0.34;0.08
308.1D;0.66;0.18
308.2A;0.43;0.09
308.2B;0.28;0.06
308.2CAAA;0.46;0.09
308.2CAB;0.28;0.06
308.2CAD;0.43;0.09
308.2CBA;0.39;0.08
308.2CCZ;0.24;0.05
308.2CD;0.72;0.22
308.2D;0.55;0.11
308.2EAAZ;0.67;0.19
308.2EAB;0.65;0.18
308.2EB0;0.39;0.08
308.2EBZ;0.42;0.1
308.2F;0.55;0.11
308.2G;0.09;0.02
308.3A;0.35;0.07
308.3C;0.53;0.11
308.4A;0.27;0.05
308.4B;0.23;0.05
308.4C;0.43;0.09
308.4D;0.63;0.13
308.4E2A;0.56;0.11
308.4F;0.79;0.2
308.5AAA;0.55;0.11
308.5AAB;0.24;0.05
308.5AC;0.42;0.1
308.5D;0.07;0.01
308.72Z;0.46;0.09
308.8Z;0.13;0.03
308.A0;0.45;0.09
308.B;0.63;0.17
310.1A;0.69;0.14
310.1B;0.89;0.28
310.2A0;0.3;0.06
310.2AA;0.54;0.11
310.3Z;0.29;0.06
310.4B;0.51;0.1
310.4C;0.31;0.06
310.4D;0.64;0.14
310.5A;0.56;0.13
310.5B;0.68;0.14
310.7A2Z;0.19;0.04
310.7CZ;0.17;0.03
310.A;0.18;0.04
310.B;0.42;0.08
310.C;0.21;0.04
311.2B0;0.41;0.1
311.2CZ;0.55;0.13
311.2D;0.09;0.02
311.3Z;0.39;0.08
311.AC;0.21;0.04
311.B3A0;0.31;0.06
311.B3AZ;0.26;0.05
311.B3B;0.28;0.06
311.BAAZ;0.28;0.06
311.BAB;0.19;0.04
311.BB;0.2;0.04
311.CAZ;0.27;0.05
311.DA;0.52;0.1
311.DB1AZ;0.45;0.1
311.DB1B;0.32;0.07
311.DB3A;0.52;0.1
311.DC11B;0.55;0.11
311.DC1Z;0.44;0.1
311.DD;0.3;0.06
311.E1;0.16;0.03
311.E8Z;0.24;0.05
311.EA;0.79;0.19
311.EC1B;0.58;0.12
311.EC1C;0.41;0.08
311.EC2;0.2;0.04
311.F3;0.18;0.04
311.G1;0.28;0.06
311.GB;0.39;0.08
311.GC1Z;0.23;0.05
311.GC31;0.08;0.02
311.GD;0.51;0.1
311.GE;0.57;0.14
311.J11;0.77;0.15
311.J1Z;0.66;0.17
311.J3Z;0.65;0.17
311.J4AAZ;0.4;0.09
311.J4AB;0.13;0.03
311.J4AC;0.77;0.19
311.J4C;0.49;0.1
311.J4D1;0.37;0.07
311.J4D5;0.74;0.15
311.J4E;0.26;0.05
311.J5Z;0.49;0.11
311.J8A;0.41;0.1
311.J8B;0.17;0.03
311.K1;0.06;0.01
311.K6;0.3;0.06
311.L3;0.08;0.02
311.LZ;0.19;0.04
311.M1;0.15;0.03
311.M3;0.29;0.06
311.M5;0.28;0.06
311.M6;0.12;0.02
311.N11;0.24;0.05
311.N1B;0.76;0.15
311.N2Z;0.87;0.26
312.1A;0.71;0.14
312.1B;0.57;0.11
312.1D;0.12;0.02
312.1F;0.67;0.17
312.2A1A;0.48;0.1
312.2A1C;0.67;0.13
312.2B;0.34;0.07
312.2C;0.71;0.19
313.1B11;0.32;0.06
313.1B1B;0.7;0.14
313.1B1C;0.65;0.13
313.1C3;0.12;0.02
313.1C5;0.16;0.03
313.1D;0.49;0.1
313.1E2;0.06;0.01
313.1F;0.51;0.1
313.1H;0.41;0.08
313.1J;0.52;0.12
313.22B;0.62;0.12
313.22C;0.56;0.13
313.2A;0.58;0.14
313.2C;0.66;0.15
313.3A0;0.15;0.03
313.3AAB;0.54;0.11
313.3AAC;0.71;0.17
313.3AB0;0.18;0.04
313.3ABZ;0.46;0.11
313.3AC;0.2;0.04
313.3AD;0.69;0.16
313.3B0;0.16;0.03
313.3BA;0.4;0.09
313.3BB;0.79;0.22
313.3C;0.76;0.23
313.3D;0.63;0.13
313.3E;0.77;0.18
313.4A;0.31;0.06
313.4B;0.65;0.13
313.5A;0.67;0.13
313.5B;0.53;0.11
313.6Z;0.75;0.23
313.B;0.47;0.09
313.D1;0.41;0.09
313.D5;0.45;0.09
313.EB;0.45;0.09
313.EC;0.86;0.28
313.F;0.51;0.1
313.H;0.8;0.24
314.1A1;0.11;0.02
314.1A3;0.47;0.11
314.1B1;0.37;0.07
314.2Z;0.87;0.28
314.32Z;0.7;0.17
314.4B;0.26;0.05
314.B;0.74;0.15
314.C;0.65;0.17
